SendDate,Solar Power (kW),Solar energy Generation  (kWh),consumptionValue (kW),Device_1_Consumption (kW),Device_2_Consumption (kW),Device_3_Consumption (kW),Device_4_Consumption (kW),TOU_rates (INR),Predicted Solar energy Generation (kWh),Predicted TOU_rates (INR),Cummulative Energy Consumption
7/2/2024 15:40,161,0.9,0.47,0.285,0.101,0.031,0.035,10,0.9,10,267.14
7/2/2024 15:41,161,0.9,0.49,0.028,0.241,0.004,0.007,10,0.9,10,267.63
7/2/2024 15:43,160,0.9,0.48,0.071,0.107,0.182,0.12,10,0.9,10,268.11
7/2/2024 15:44,160,0.9,0.5,0.371,0.005,0.065,0.26,10,0.9,10,268.61
7/2/2024 15:46,161,0.9,0.5,0.252,0.057,0.117,0.364,10,0.9,10,269.11
7/2/2024 15:48,161,-0.1,,,,,,10,-0.1,10,269.11
7/2/2024 15:50,162,0.9,0.5,0.209,0.054,0.145,0.141,10,0.9,10,269.61
7/2/2024 15:51,158,-0.1,,,,,,10,-0.1,10,269.61
7/2/2024 15:53,157,-0.1,,,,,,10,-0.1,10,269.61
7/2/2024 15:55,155,-0.1,,,,,,10,-0.1,10,269.61
7/2/2024 15:57,158,0.9,0.5,0.185,0.008,0.046,0.061,10,0.9,10,270.11
7/2/2024 15:58,156,0.9,0.5,0.223,0.352,0.091,0.016,10,0.9,10,270.61
7/2/2024 16:00,155,0.9,0.49,0.17,0.003,0.333,0.073,10,0.9,10,271.1
7/2/2024 16:01,154,0.9,0.5,0.1,0.211,0.066,0.199,10,0.9,10,271.6
7/2/2024 16:02,154,0.9,0.49,0.259,0.12,0.091,0.036,10,0.9,10,272.09
7/2/2024 16:06,152,-0.1,,,,,,10,-0.1,10,272.09
7/2/2024 16:07,154,-0.1,,,,,,10,-0.1,10,272.09
7/2/2024 16:09,151,0.9,0.97,0.012,0.254,0.216,0.461,10,0.9,10,273.06
7/2/2024 16:12,151,0.9,0.52,0.01,0.163,0.115,0.136,10,0.9,10,273.58
7/2/2024 16:13,149,0.9,0.52,0.055,0.027,0.152,0.001,10,0.9,10,274.1
7/2/2024 16:14,150,0.9,0.52,0.077,0.033,0.092,0.185,10,0.9,10,274.62
7/2/2024 16:17,150,-0.1,,,,,,10,-0.1,10,274.62
7/2/2024 16:18,150,1,0.97,0.737,0.409,0.416,0.394,10,1,10,275.59
7/2/2024 16:21,151,1,0.53,0.03,0.366,0.066,0.29,10,1,10,276.12
7/2/2024 16:24,156,1,0.84,0.027,0.237,0.507,0.182,10,1,10,276.96
7/2/2024 16:25,153,1,0.52,0.007,0.073,0.138,0.354,10,1,10,277.48
7/2/2024 16:27,157,-0.1,,,,,,10,-0.1,10,277.48
7/2/2024 16:28,157,1,0.51,0.047,0.207,0.473,0.021,10,1,10,277.99
7/2/2024 16:29,156,-0.1,,,,,,10,-0.1,10,277.99
7/2/2024 16:32,208,1,0.53,0.059,0.21,0.179,0.032,10,1,10,278.52
7/2/2024 16:34,160,1,1,0.234,0.006,0.235,0.015,10,1,10,279.52
7/2/2024 16:35,157,1,0.99,0.317,0.361,0.216,0.187,10,1,10,280.51
7/2/2024 16:36,160,1,0.98,0.063,0.026,0.027,0.144,10,1,10,281.49
7/2/2024 16:37,157,1,0.55,0.122,0.236,0.184,0.082,10,1,10,282.04
7/2/2024 16:42,161,-0.1,,,,,,10,-0.1,10,282.04
7/2/2024 16:43,158,1,0.54,0.082,0.026,0.101,0.265,10,1,10,282.58
7/2/2024 16:44,158,1,0.53,0.286,0.011,0.334,0.077,10,1,10,283.11
7/2/2024 16:47,158,-0.1,,,,,,10,-0.1,10,283.11
7/2/2024 16:48,159,-0.1,,,,,,10,-0.1,10,283.11
7/2/2024 16:50,158,1,0.53,0.12,0.014,0.002,0.228,10,1,10,283.64
7/2/2024 16:53,160,1,0.55,0.339,0.108,0.256,0.062,10,1,10,284.19
7/2/2024 16:54,159,1,0.54,0.1,0.026,0.03,0.145,10,1,10,284.73
7/2/2024 16:55,158,1,0.54,0.036,0.066,0.047,0.044,10,1,10,285.27
7/2/2024 16:58,162,1,0.58,0.15,0.076,0.08,0.007,10,1,10,285.85
7/2/2024 16:59,160,1,0.58,0.103,0.083,0.178,0.115,10,1,10,286.43
7/2/2024 17:01,160,1,0.58,0.029,0.084,0.018,0.097,10,1,10,287.01
7/2/2024 17:02,159,1,0.57,0.039,0.024,0.146,0.044,10,1,10,287.58
7/2/2024 17:04,157,-0.1,,,,,,10,-0.1,10,287.58
7/2/2024 17:07,157,-0.1,,,,,,10,-0.1,10,287.58
7/2/2024 17:08,157,1.1,0.57,0.283,0.128,0.046,0.013,10,1.1,10,288.15
7/2/2024 17:10,158,1.1,0.58,0.238,0.003,0.086,0.158,10,1.1,10,288.73
7/2/2024 17:12,154,1.1,0.57,0.283,0.114,0.046,0.445,10,1.1,10,289.3
7/2/2024 17:14,157,-0.1,,,,,,10,-0.1,10,289.3
7/2/2024 17:15,154,-0.1,,,,,,10,-0.1,10,289.3
7/2/2024 17:16,155,1.1,0.59,0.167,0.009,0.201,0.072,10,1.1,10,289.89
7/2/2024 17:18,156,-0.1,,,,,,10,-0.1,10,289.89
7/2/2024 17:21,154,1.1,0.59,0.126,0.038,0.112,0.132,10,1.1,10,290.48
7/2/2024 17:22,155,1.1,0.56,0.293,0.089,0.134,0.2,10,1.1,10,291.04
7/2/2024 17:25,151,1.1,0.57,0.035,0.187,0.127,0.142,10,1.1,10,291.61
7/2/2024 17:28,155,1.1,0.57,0.344,0.074,0.152,0.084,10,1.1,10,292.18
7/2/2024 17:29,153,1.1,0.57,0.382,0.049,0.32,0.052,10,1.1,10,292.75
7/2/2024 17:31,151,1.1,0.58,0.019,0.243,0.292,0.248,10,1.1,10,293.33
7/2/2024 17:32,153,1.1,0.57,0.136,0.41,0.231,0.086,10,1.1,10,293.9
7/2/2024 17:33,150,1.1,0.57,0.173,0.24,0.013,0.05,10,1.1,10,294.47
7/2/2024 17:37,151,1.1,0.57,0.112,0.203,0.064,0.262,10,1.1,10,295.04
7/2/2024 17:38,152,1.1,0.58,0.04,0.08,0.046,0.08,10,1.1,10,295.62
7/2/2024 17:40,151,1.1,0.56,0.079,0.173,0.142,0.099,10,1.1,10,296.18
7/2/2024 17:41,151,-0.1,,,,,,10,-0.1,10,296.18
7/2/2024 17:43,154,1.1,0.56,0.06,0.163,0.009,0.27,10,1.1,10,296.74
7/2/2024 17:45,150,-0.1,,,,,,10,-0.1,10,296.74
7/2/2024 17:47,149,1.1,0.57,0.314,0.11,0.057,0.003,10,1.1,10,297.31
7/2/2024 17:48,150,-0.1,,,,,,10,-0.1,10,297.31
7/2/2024 17:50,149,1.1,0.56,0.128,0.06,0.072,0.257,10,1.1,10,297.87
7/2/2024 17:51,149,1.1,0.57,0.293,0.077,0.096,0.02,10,1.1,10,298.44
7/2/2024 17:53,149,1.1,0.57,0.082,0.116,0.079,0.434,10,1.1,10,299.01
7/2/2024 17:55,148,1.1,0.56,0.072,0.041,0.081,0.316,10,1.1,10,299.57
7/2/2024 17:56,147,1.2,0.57,0.141,0.337,0.415,0.079,10,1.2,10,300.14
7/2/2024 17:59,144,1.2,0.53,0.164,0.07,0.345,0.063,10,1.2,10,300.67
7/2/2024 18:00,145,1.2,0.55,0.141,0.213,0.158,0.097,10,1.2,10,301.22
7/2/2024 18:02,143,1.2,0.54,0.066,0.206,0.233,0.405,24.41011236,1.2,24.41011236,301.76
7/2/2024 18:05,141,-0.1,,,,,,24.41011236,-0.1,24.41011236,301.76
7/2/2024 18:07,141,1.2,0.53,0.027,0.025,0.073,0.173,24.41011236,1.2,24.41011236,302.29
7/2/2024 18:08,141,1.2,0.52,0.373,0.03,0.067,0.152,24.41011236,1.2,24.41011236,302.81
7/2/2024 18:09,141,1.2,0.53,0.218,0.068,0.051,0.038,24.41011236,1.2,24.41011236,303.34
7/2/2024 18:14,141,1.2,0.55,0.129,0.332,0.082,0.175,24.41011236,1.2,24.41011236,303.89
7/2/2024 18:19,141,1.2,0.54,0.215,0.031,0.019,0.087,24.41011236,1.2,24.41011236,304.43
7/2/2024 18:26,141,1.2,0.52,0.02,0.111,0.107,0.182,24.41011236,1.2,24.41011236,304.95
7/2/2024 18:31,141,1.2,0.54,0.262,0.147,0.158,0.025,24.41011236,1.2,24.41011236,305.49
7/2/2024 18:36,141,1.2,0.53,0.149,0.154,0.055,0.055,24.41011236,1.2,24.41011236,306.02
7/2/2024 18:41,141,1.2,0.54,0.112,0.127,0.176,0.096,24.41011236,1.2,24.41011236,306.56
7/2/2024 18:47,141,1.2,0.5,0.054,0.096,0.108,0.024,24.41011236,1.2,24.41011236,307.06
7/2/2024 18:52,141,1.2,0.51,0.084,0.071,0.3,0.044,24.41011236,1.2,24.41011236,307.57
7/2/2024 18:57,141,1.2,0.5,0.199,0.119,0.076,0.018,24.41011236,1.2,24.41011236,308.07
7/2/2024 19:03,141,1.2,0.49,0.136,0.201,0.061,0.055,24.41011236,1.2,24.41011236,308.56
7/2/2024 19:08,141,1.2,0.48,0.174,0.064,0.093,0.004,24.41011236,1.2,24.41011236,309.04
7/2/2024 19:10,141,1.2,0.4,0.004,0.233,0.018,0.157,24.41011236,1.2,24.41011236,309.44
7/2/2024 19:13,141,1.2,0.4,0.19,0.219,0.171,0.109,24.41011236,1.2,24.41011236,309.84
7/2/2024 19:18,141,1.2,0.39,0.043,0.053,0.06,0.018,24.41011236,1.2,24.41011236,310.23
7/2/2024 19:24,141,1.2,0.38,0.062,0.097,0.003,0.043,24.41011236,1.2,24.41011236,310.61
7/2/2024 19:29,141,1.2,0.37,0.024,0.19,0.146,0.018,24.41011236,1.2,24.41011236,310.98
7/2/2024 19:34,141,1.2,0.37,0.134,0.119,0.215,0.288,24.41011236,1.2,24.41011236,311.35
7/2/2024 19:39,141,1.2,0.37,0.179,0.237,0.118,0.008,24.41011236,1.2,24.41011236,311.72
7/2/2024 19:45,141,1.2,0.42,0.089,0.096,0.013,0.306,24.41011236,1.2,24.41011236,312.14
7/2/2024 19:50,141,1.2,0.4,0.051,0.111,0.074,0.249,24.41011236,1.2,24.41011236,312.54
7/2/2024 19:55,141,1.2,0.31,0.126,0.016,0.114,0.147,24.41011236,1.2,24.41011236,312.85
7/2/2024 20:00,141,1.2,0.31,0.007,0.116,0.039,0.178,24.41011236,1.2,24.41011236,313.16
7/2/2024 20:03,141,1.2,0.35,0.034,0.185,0.117,0.015,24.41011236,1.2,24.41011236,313.51
7/2/2024 20:06,141,1.2,0.34,0.004,0.073,0.025,0.035,24.41011236,1.2,24.41011236,313.85
7/2/2024 20:11,141,1.2,0.33,0.053,0.08,0.113,0.143,24.41011236,1.2,24.41011236,314.18
7/2/2024 20:16,141,1.2,0.35,0.12,0.041,0.029,0.029,24.41011236,1.2,24.41011236,314.53
7/2/2024 20:21,141,1.2,0.35,0.036,0.113,0.029,0.038,24.41011236,1.2,24.41011236,314.88
7/2/2024 20:27,141,0,0.34,0.183,0.062,0.102,0.104,24.41011236,0,24.41011236,315.22
7/2/2024 20:33,141,0,0.35,0.068,0.086,0.011,0.05,24.41011236,0,24.41011236,315.57
7/2/2024 20:38,141,0,0.34,0.111,0.24,0.03,0.227,24.41011236,0,24.41011236,315.91
7/2/2024 20:43,141,0,0.35,0.087,0.172,0.007,0.011,24.41011236,0,24.41011236,316.26
7/2/2024 20:48,141,0,0.36,0.15,0.028,0.219,0.182,24.41011236,0,24.41011236,316.62
7/2/2024 20:53,141,0,0.34,0.033,0.013,0.135,0.027,24.41011236,0,24.41011236,316.96
7/2/2024 20:58,141,0,0.35,0.028,0.019,0.07,0.154,24.41011236,0,24.41011236,317.31
7/2/2024 21:03,141,0,0.35,0.018,0.112,0.018,0.05,10,0,10,317.66
7/2/2024 21:09,141,0,0.33,0.058,0.192,0.037,0.161,10,0,10,317.99
7/2/2024 21:14,141,0,0.34,0.055,0.184,0.053,0.044,10,0,10,318.33
7/2/2024 21:19,141,0,0.32,0.241,0.012,0.071,0.106,10,0,10,318.65
7/2/2024 21:25,141,0,0.33,0.075,0.054,0.135,0.046,10,0,10,318.98
7/2/2024 21:30,141,0,0.32,0.044,0.039,0.018,0.085,10,0,10,319.3
7/2/2024 21:36,141,0,0.33,0.061,0.037,0.015,0.142,10,0,10,319.63
7/2/2024 21:41,141,0,0.33,0.043,0.137,0.005,0.08,10,0,10,319.96
7/2/2024 21:46,141,0,0.32,0.061,0.095,0.006,0.097,10,0,10,320.28
7/2/2024 21:51,141,0,0.32,0.03,0.069,0.228,0.033,10,0,10,320.6
7/2/2024 21:57,141,0,0.32,0.022,0.084,0.042,0.031,10,0,10,320.92
7/2/2024 22:02,141,0,0.33,0.15,0.043,0.225,0.035,10,0,10,321.25
7/2/2024 22:07,141,0,0.32,0.082,0.026,0.138,0.025,10,0,10,321.57
7/2/2024 22:12,141,0,0.32,0.039,0.023,0.118,0.102,10,0,10,321.89
7/2/2024 22:17,141,0,0.32,0.021,0.083,0.06,0.005,10,0,10,322.21
7/2/2024 22:24,141,0,0.33,0.072,0.072,0.031,0.214,10,0,10,322.54
7/2/2024 22:24,141,0,0.35,0.054,0.195,0.282,0.213,10,0,10,322.89
7/2/2024 22:29,141,0,0.33,0.131,0.057,0.01,0.104,10,0,10,323.22
7/2/2024 22:32,141,0,0.29,0.071,0.114,0.099,0.051,10,0,10,323.51
7/2/2024 22:34,141,0,0.29,0.164,0.016,0.086,0.045,10,0,10,323.8
7/2/2024 22:39,141,0,0.31,0.013,0.152,0.006,0.155,10,0,10,324.11
7/2/2024 22:45,141,0,0.3,0.177,0.005,0.016,0.015,10,0,10,324.41
7/2/2024 22:50,141,0,0.31,0.024,0.054,0.207,0.147,10,0,10,324.72
7/2/2024 22:55,141,0,0.31,0.037,0.048,0.114,0.049,10,0,10,325.03
7/2/2024 23:00,141,0,0.32,0.113,0.044,0.099,0.007,10,0,10,325.35
7/2/2024 23:06,141,0,0.31,0.074,0.19,0.026,0.028,10,0,10,325.66
7/2/2024 23:11,141,0,0.33,0.085,0.002,0.193,0.134,10,0,10,325.99
7/2/2024 23:16,141,0,0.32,0.051,0.006,0.025,0.039,10,0,10,326.31
7/2/2024 23:21,141,0,0.31,0.122,0.006,0.024,0.016,10,0,10,326.62
7/2/2024 23:28,141,0,0.33,0.059,0.102,0.165,0.096,10,0,10,326.95
7/2/2024 23:33,141,0,0.33,0.11,0.055,0.095,0.022,10,0,10,327.28
7/2/2024 23:38,141,0,0.31,0.058,0.092,0.044,0.002,10,0,10,327.59
7/2/2024 23:43,141,0,0.35,0.056,0.207,0.024,0.223,10,0,10,327.94
7/2/2024 23:48,141,0,0.33,0.274,0.143,0.207,0.086,10,0,10,328.27
7/2/2024 23:53,141,0,0.31,0.031,0.137,0.11,0.067,10,0,10,328.58
7/2/2024 23:59,141,0,0.29,0.058,0.014,0.183,0.087,10,0,10,328.87
7/3/2024 0:04,141,0,0.32,0.03,0.071,0.061,0.213,10,0,10,329.19
7/3/2024 0:09,141,0,0.31,0.047,0.013,0.136,0.053,10,0,10,329.5
7/3/2024 0:14,141,0,0.32,0.035,0.025,0.003,0.18,10,0,10,329.82
7/3/2024 0:20,141,0,0.32,0.144,0.154,0.279,0.172,10,0,10,330.14
7/3/2024 0:25,141,0,0.33,0.001,0.044,0.116,0.131,10,0,10,330.47
7/3/2024 0:31,141,0,0.32,0.235,0.085,0.095,0.009,10,0,10,330.79
7/3/2024 0:36,141,0,0.34,0.109,0.029,0.268,0.002,10,0,10,331.13
7/3/2024 0:42,141,0,0.33,0.025,0.013,0.067,0.049,10,0,10,331.46
7/3/2024 0:47,141,0,0.33,0.2,0.031,0.062,0.208,10,0,10,331.79
7/3/2024 0:53,141,0,0.32,0.148,0.021,0.005,0.006,10,0,10,332.11
7/3/2024 0:58,141,0,0.32,0.053,0.051,0.04,0.112,10,0,10,332.43
7/3/2024 1:03,141,0,0.33,0.143,0.02,0.119,0.099,10,0,10,332.76
7/3/2024 1:08,141,0,0.34,0.039,0.026,0.029,0.039,10,0,10,333.1
7/3/2024 1:13,141,0,0.34,0.027,0.19,0.132,0.231,10,0,10,333.44
7/3/2024 1:18,141,0,0.32,0.079,0.141,0.066,0.129,10,0,10,333.76
7/3/2024 1:25,141,0,0.32,0.094,0.101,0.135,0.123,10,0,10,334.08
7/3/2024 1:30,141,0,0.32,0.144,0.02,0.113,0.101,10,0,10,334.4
7/3/2024 1:35,141,0,0.31,0.02,0.068,0.174,0.103,10,0,10,334.71
7/3/2024 1:40,141,0,0.33,0.012,0.08,0.139,0.026,10,0,10,335.04
7/3/2024 1:45,141,0,0.32,0.21,0.015,0.025,0.28,10,0,10,335.36
7/3/2024 1:51,141,0,0.33,0.015,0.134,0.039,0.005,10,0,10,335.69
7/3/2024 1:56,141,0,0.33,0.03,0.135,0.058,0.164,10,0,10,336.02
7/3/2024 2:01,141,0,0.33,0.076,0.018,0.11,0.145,10,0,10,336.35
7/3/2024 2:06,141,0,0.33,0.065,0.099,0.014,0.029,10,0,10,336.68
7/3/2024 2:12,141,0,0.33,0.019,0.1,0.049,0.058,10,0,10,337.01
7/3/2024 2:18,141,0,0.33,0.008,0.025,0.088,0.046,10,0,10,337.34
7/3/2024 2:23,141,0,0.33,0.1,0.07,0.029,0.066,10,0,10,337.67
7/3/2024 2:28,141,0,0.33,0.002,0.018,0.106,0.168,10,0,10,338
7/3/2024 2:34,141,0,0.33,0.09,0.082,0.239,0.114,10,0,10,338.33
7/3/2024 2:39,141,0,0.35,0.109,0.082,0.101,0.165,10,0,10,338.68
7/3/2024 2:45,141,0,0.35,0.117,0.113,0.177,0.27,10,0,10,339.03
7/3/2024 2:50,141,0,0.35,0.096,0.19,0.106,0.122,10,0,10,339.38
7/3/2024 2:55,141,0,0.35,0.099,0.187,0.002,0.096,10,0,10,339.73
7/3/2024 3:00,141,0,0.36,0.135,0.141,0.178,0.052,10,0,10,340.09
7/3/2024 3:05,141,0,0.36,0.114,0.023,0.15,0.003,10,0,10,340.45
7/3/2024 3:11,141,0,0.36,0.037,0.004,0.062,0,10,0,10,340.81
7/3/2024 3:16,141,0,0.36,0.029,0.161,0.007,0.136,10,0,10,341.17
7/3/2024 3:22,141,0,0.36,0.171,0.067,0.094,0.067,10,0,10,341.53
7/3/2024 3:27,141,0,0.35,0.12,0.024,0.035,0.14,10,0,10,341.88
7/3/2024 3:33,141,0,0.36,0.238,0.047,0.097,0.117,10,0,10,342.24
7/3/2024 3:38,141,0,0.36,0.062,0.039,0.046,0.102,10,0,10,342.6
7/3/2024 3:43,141,0,0.36,0.077,0.138,0.092,0.044,10,0,10,342.96
7/3/2024 3:49,141,0,0.36,0.166,0.221,0.045,0.057,10,0,10,343.32
7/3/2024 3:55,141,0,0.35,0.149,0.066,0.112,0.013,10,0,10,343.67
7/3/2024 4:00,141,0,0.36,0.186,0.153,0.032,0.151,19.29775281,0,19.29775281,344.03
7/3/2024 4:05,141,0,0.36,0.018,0.154,0.102,0.123,19.29775281,0,19.29775281,344.39
7/3/2024 4:10,141,0,0.35,0.233,0.039,0.243,0.038,19.29775281,0,19.29775281,344.74
7/3/2024 4:15,141,0,0.34,0.061,0.002,0.048,0.08,19.29775281,0,19.29775281,345.08
7/3/2024 4:21,141,0,0.33,0.061,0.102,0.092,0.123,19.29775281,0,19.29775281,345.41
7/3/2024 4:26,141,0,0.34,0.213,0.116,0.106,0.172,19.29775281,0,19.29775281,345.75
7/3/2024 4:32,141,0,0.33,0.106,0.054,0.015,0.118,19.29775281,0,19.29775281,346.08
7/3/2024 4:37,141,0,0.33,0.067,0.016,0.16,0.145,19.29775281,0,19.29775281,346.41
7/3/2024 4:43,141,0,0.33,0.226,0.026,0.051,0.062,19.29775281,0,19.29775281,346.74
7/3/2024 4:48,141,0,0.34,0.155,0.056,0.114,0.01,19.29775281,0,19.29775281,347.08
7/3/2024 4:53,141,0,0.34,0.071,0.044,0.048,0.054,19.29775281,0,19.29775281,347.42
7/3/2024 4:58,141,0,0.41,0.007,0.069,0.095,0.059,19.29775281,0,19.29775281,347.83
7/3/2024 5:03,141,0,0.42,0.008,0.004,0.111,0.07,19.29775281,0,19.29775281,348.25
7/3/2024 5:08,141,0,0.42,0.133,0.13,0.028,0.054,19.29775281,0,19.29775281,348.67
7/3/2024 5:13,141,0,0.42,0.004,0.159,0.115,0.043,19.29775281,0,19.29775281,349.09
7/3/2024 5:19,141,0,0.45,0.263,0.026,0.064,0.12,19.29775281,0,19.29775281,349.54
7/3/2024 5:25,141,0,0.43,0.027,0.339,0.225,0.068,24.41011236,0,24.41011236,349.97
7/3/2024 5:30,141,0,0.43,0.113,0.014,0.016,0.009,24.41011236,0,24.41011236,350.4
7/3/2024 5:35,141,0,0.6,0.049,0.027,0.487,0.087,24.41011236,0,24.41011236,351
7/3/2024 5:40,141,0,0.45,0.007,0.027,0.18,0.25,24.41011236,0,24.41011236,351.45
7/3/2024 5:45,141,0,0.37,0.003,0.029,0.03,0.146,24.41011236,0,24.41011236,351.82
7/3/2024 5:51,141,0,0.36,0.096,0.032,0.002,0.013,24.41011236,0,24.41011236,352.18
7/3/2024 5:56,141,0,0.37,0.137,0.108,0.092,0.058,24.41011236,0,24.41011236,352.55
7/3/2024 5:57,145,0,0.38,0.095,0.079,0.168,0.046,24.41011236,0,24.41011236,352.93
7/3/2024 6:00,143,0,0.38,0.033,0.114,0.128,0.277,19.29775281,0,19.29775281,353.31
7/3/2024 6:01,145,0,0.39,0.068,0.007,0.074,0.156,19.29775281,0,19.29775281,353.7
7/3/2024 6:03,145,0,0.39,0.053,0.219,0.015,0.027,19.29775281,0,19.29775281,354.09
7/3/2024 6:05,147,0,0.39,0.243,0.142,0.074,0.186,19.29775281,0,19.29775281,354.48
7/3/2024 6:06,149,-0.1,,,,,,19.29775281,-0.1,19.29775281,354.48
7/3/2024 6:07,145,0,0.37,0.267,0.134,0.022,0.053,19.29775281,0,19.29775281,354.85
7/3/2024 6:10,145,-0.1,,,,,,19.29775281,-0.1,19.29775281,354.85
7/3/2024 6:11,147,0,0.37,0.143,0.026,0.048,0.001,19.29775281,0,19.29775281,355.22
7/3/2024 6:13,144,0,0.37,0.034,0.034,0.101,0.038,19.29775281,0,19.29775281,355.59
7/3/2024 6:16,148,0,0.37,0.117,0.272,0.018,0.157,19.29775281,0,19.29775281,355.96
7/3/2024 6:17,148,-0.1,,,,,,19.29775281,-0.1,19.29775281,355.96
7/3/2024 6:19,147,0,0.36,0.022,0.126,0.048,0.296,19.29775281,0,19.29775281,356.32
7/3/2024 6:22,149,0,0.36,0.034,0.218,0.082,0.162,19.29775281,0,19.29775281,356.68
7/3/2024 6:24,148,0,0.35,0.161,0.124,0.12,0.016,19.29775281,0,19.29775281,357.03
7/3/2024 6:25,146,0,0.35,0.113,0.159,0.036,0.006,19.29775281,0,19.29775281,357.38
7/3/2024 6:28,149,0,0.35,0.092,0.145,0.033,0.201,19.29775281,0,19.29775281,357.73
7/3/2024 6:30,152,0,0.35,0.003,0.028,0.016,0.085,19.29775281,0,19.29775281,358.08
7/3/2024 6:31,151,-0.1,,,,,,19.29775281,-0.1,19.29775281,358.08
7/3/2024 6:34,148,-0.1,,,,,,19.29775281,-0.1,19.29775281,358.08
7/3/2024 6:36,149,-0.1,,,,,,19.29775281,-0.1,19.29775281,358.08
7/3/2024 6:38,149,0.1,0.34,0.084,0.029,0.111,0.168,19.29775281,0.1,19.29775281,358.42
7/3/2024 6:39,151,0.1,0.35,0.13,0.081,0.063,0.047,19.29775281,0.1,19.29775281,358.77
7/3/2024 6:41,150,0.1,0.35,0.015,0.06,0.113,0.017,19.29775281,0.1,19.29775281,359.12
7/3/2024 6:43,155,0.1,0.35,0.026,0.095,0.124,0.029,19.29775281,0.1,19.29775281,359.47
7/3/2024 6:44,152,0.1,0.35,0.049,0.21,0.146,0.061,19.29775281,0.1,19.29775281,359.82
7/3/2024 6:46,153,0.1,0.35,0.236,0.133,0.003,0.064,19.29775281,0.1,19.29775281,360.17
7/3/2024 6:47,152,0.1,0.34,0.077,0.185,0.247,0.149,19.29775281,0.1,19.29775281,360.51
7/3/2024 6:48,152,0.1,0.35,0.071,0.049,0.012,0.199,19.29775281,0.1,19.29775281,360.86
7/3/2024 6:51,153,0.1,0.35,0.152,0.02,0.191,0.012,19.29775281,0.1,19.29775281,361.21
7/3/2024 6:52,155,0.1,0.36,0.044,0.054,0.134,0.199,19.29775281,0.1,19.29775281,361.57
7/3/2024 6:54,152,-0.1,,,,,,19.29775281,-0.1,19.29775281,361.57
7/3/2024 6:58,157,0.1,0.34,0.051,0.016,0.004,0.005,19.29775281,0.1,19.29775281,361.91
7/3/2024 6:59,155,0.1,0.35,0.101,0.185,0.044,0.169,19.29775281,0.1,19.29775281,362.26
7/3/2024 7:00,156,0.1,0.35,0.105,0.147,0.123,0.01,19.29775281,0.1,19.29775281,362.61
7/3/2024 7:03,153,-0.1,,,,,,19.29775281,-0.1,19.29775281,362.61
7/3/2024 7:05,155,0.1,0.35,0.051,0.02,0.193,0.13,19.29775281,0.1,19.29775281,362.96
7/3/2024 7:06,156,-0.1,,,,,,19.29775281,-0.1,19.29775281,362.96
7/3/2024 7:09,156,0.1,0.36,0.158,0.004,0.067,0.028,19.29775281,0.1,19.29775281,363.32
7/3/2024 7:10,156,0.1,0.35,0.223,0.152,0.072,0.012,19.29775281,0.1,19.29775281,363.67
7/3/2024 7:12,155,0.1,0.35,0.032,0.066,0.079,0.162,19.29775281,0.1,19.29775281,364.02
7/3/2024 7:13,156,0.1,0.38,0.126,0.051,0.064,0.195,19.29775281,0.1,19.29775281,364.4
7/3/2024 7:15,154,0.1,0.36,0.287,0.096,0.091,0.149,19.29775281,0.1,19.29775281,364.76
7/3/2024 7:18,155,-0.1,,,,,,19.29775281,-0.1,19.29775281,364.76
7/3/2024 7:19,155,-0.1,,,,,,19.29775281,-0.1,19.29775281,364.76
7/3/2024 7:21,155,0.1,0.36,0.156,0.165,0.083,0.051,19.29775281,0.1,19.29775281,365.12
7/3/2024 7:23,157,0.1,0.36,0,0.219,0.007,0.008,19.29775281,0.1,19.29775281,365.48
7/3/2024 7:25,158,0.2,0.36,0.23,0.122,0.064,0.107,19.29775281,0.2,19.29775281,365.84
7/3/2024 7:27,158,0.2,0.36,0.001,0.148,0.004,0.002,19.29775281,0.2,19.29775281,366.2
7/3/2024 7:28,155,0.2,0.34,0.02,0.006,0.282,0.157,19.29775281,0.2,19.29775281,366.54
7/3/2024 7:30,155,0.2,0.35,0.085,0.165,0.143,0.206,19.29775281,0.2,19.29775281,366.89
7/3/2024 7:31,156,-0.1,,,,,,19.29775281,-0.1,19.29775281,366.89
7/3/2024 7:33,158,0.2,0.34,0.119,0.083,0.091,0.007,19.29775281,0.2,19.29775281,367.23
7/3/2024 7:34,157,0.2,0.33,0.051,0.131,0.078,0.025,19.29775281,0.2,19.29775281,367.56
7/3/2024 7:36,157,0.2,0.33,0.001,0.009,0.17,0.115,19.29775281,0.2,19.29775281,367.89
7/3/2024 7:39,156,-0.1,,,,,,19.29775281,-0.1,19.29775281,367.89
7/3/2024 7:40,156,0.2,0.33,0.163,0.124,0.008,0.151,19.29775281,0.2,19.29775281,368.22
7/3/2024 7:41,154,0.2,0.33,0.025,0.044,0.065,0.091,19.29775281,0.2,19.29775281,368.55
7/3/2024 7:42,154,0.2,0.34,0.049,0.113,0.174,0.115,19.29775281,0.2,19.29775281,368.89
7/3/2024 7:44,151,0.2,0.34,0.029,0.009,0.026,0.074,19.29775281,0.2,19.29775281,369.23
7/3/2024 7:47,152,-0.1,,,,,,19.29775281,-0.1,19.29775281,369.23
7/3/2024 7:48,151,0.2,0.34,0.143,0.074,0.006,0.157,19.29775281,0.2,19.29775281,369.57
